GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items	Log10	Tissue	Direction_of_Effect
GO:0000502	CC	e	proteasome complex	11/1163	53/29107	6.440532172677851e-06	5	11	0.0007705065066893815	5683.0, 5689.0, 5693.0, 5701.0, 5708.0, 5711.0, 5720.0, 9097.0, 10213.0, 29979.0, 80227.0	3.113223689447363	Hippocampus	AA
GO:0030176	CC	e	integral component of endoplasmic reticulum membrane	17/1163	121/29107	6.593039133109369e-06	5	17	0.0007705065066893815	1717.0, 3290.0, 6890.0, 6891.0, 8818.0, 9200.0, 9695.0, 10299.0, 22845.0, 28972.0, 51234.0, 55831.0, 60481.0, 64834.0, 93380.0, 152002.0, 347734.0	3.113223689447363	Hippocampus	AA
GO:0008270	MF	e	zinc ion binding	60/1163	814/29107	6.632870596380409e-06	6	60	0.004636063405103154	142.0, 767.0, 1362.0, 1363.0, 3837.0, 4077.0, 6047.0, 6051.0, 6596.0, 6609.0, 7185.0, 7376.0, 7539.0, 7705.0, 8458.0, 8554.0, 8805.0, 8878.0, 9202.0, 9325.0, 9516.0, 9520.0, 9572.0, 9618.0, 9960.0, 10299.0, 10483.0, 10713.0, 10845.0, 11043.0, 11143.0, 11237.0, 23032.0, 23318.0, 23326.0, 23408.0, 23567.0, 23660.0, 26046.0, 26517.0, 28970.0, 51257.0, 51530.0, 54969.0, 55223.0, 57688.0, 57798.0, 64375.0, 64844.0, 65249.0, 79685.0, 79776.0, 80319.0, 81931.0, 84101.0, 114799.0, 120526.0, 161725.0, 389421.0, 391712.0	2.3338506330410294	Hippocampus	AA
GO:0003713	MF	e	transcription coactivator activity	25/1163	231/29107	6.737810138399166e-06	3	25	0.004636063405103154	1499.0, 3728.0, 5469.0, 6605.0, 6880.0, 6882.0, 7332.0, 7706.0, 8464.0, 8648.0, 8805.0, 8850.0, 9325.0, 9440.0, 9792.0, 9913.0, 10474.0, 11043.0, 23326.0, 51741.0, 55223.0, 57826.0, 64900.0, 92140.0, 117143.0	2.3338506330410294	Hippocampus	AA
GO:0005515	MF	e	protein binding	776/1163	12417/29107	7.342181863285538e-06	2	776	0.004636063405103154	58.0, 136.0, 142.0, 164.0, 212.0, 291.0, 310.0, 355.0, 378.0, 406.0, 443.0, 482.0, 501.0, 515.0, 516.0, 533.0, 537.0, 563.0, 590.0, 655.0, 689.0, 710.0, 767.0, 824.0, 831.0, 857.0, 858.0, 883.0, 889.0, 928.0, 950.0, 975.0, 976.0, 988.0, 994.0, 1027.0, 1073.0, 1182.0, 1305.0, 1314.0, 1318.0, 1349.0, 1363.0, 1373.0, 1378.0, 1415.0, 1457.0, 1499.0, 1543.0, 1577.0, 1615.0, 1653.0, 1656.0, 1717.0, 1789.0, 1956.0, 1982.0, 2018.0, 2023.0, 2052.0, 2066.0, 2235.0, 2264.0, 2275.0, 2277.0, 2318.0, 2329.0, 2475.0, 2483.0, 2530.0, 2531.0, 2665.0, 2696.0, 2729.0, 2770.0, 2935.0, 2941.0, 2947.0, 2948.0, 2956.0, 2958.0, 2967.0, 3006.0, 3140.0, 3183.0, 3298.0, 3397.0, 3429.0, 3433.0, 3440.0, 3625.0, 3655.0, 3703.0, 3728.0, 3795.0, 3821.0, 3822.0, 3837.0, 3858.0, 3920.0, 3930.0, 4013.0, 4077.0, 4118.0, 4163.0, 4175.0, 4257.0, 4345.0, 4430.0, 4552.0, 4598.0, 4601.0, 4693.0, 4711.0, 4736.0, 4763.0, 4780.0, 4815.0, 4864.0, 4907.0, 4915.0, 4952.0, 4986.0, 5010.0, 5106.0, 5147.0, 5160.0, 5236.0, 5279.0, 5281.0, 5287.0, 5317.0, 5356.0, 5393.0, 5432.0, 5469.0, 5494.0, 5504.0, 5523.0, 5562.0, 5571.0, 5630.0, 5654.0, 5683.0, 5689.0, 5693.0, 5701.0, 5708.0, 5711.0, 5720.0, 5764.0, 5824.0, 5825.0, 5834.0, 5869.0, 5878.0, 5929.0, 5950.0, 5980.0, 5981.0, 5995.0, 6047.0, 6059.0, 6117.0, 6119.0, 6150.0, 6203.0, 6231.0, 6302.0, 6392.0, 6443.0, 6499.0, 6507.0, 6529.0, 6596.0, 6605.0, 6609.0, 6632.0, 6655.0, 6660.0, 6667.0, 6717.0, 6727.0, 6729.0, 6731.0, 6746.0, 6772.0, 6838.0, 6844.0, 6880.0, 6882.0, 6890.0, 6891.0, 6892.0, 6936.0, 6938.0, 7030.0, 7060.0, 7107.0, 7185.0, 7247.0, 7268.0, 7283.0, 7322.0, 7332.0, 7376.0, 7389.0, 7407.0, 7436.0, 7443.0, 7444.0, 7456.0, 7520.0, 7564.0, 7589.0, 7694.0, 7695.0, 7705.0, 7706.0, 7711.0, 7733.0, 7745.0, 7818.0, 7918.0, 8089.0, 8161.0, 8192.0, 8195.0, 8226.0, 8237.0, 8291.0, 8361.0, 8366.0, 8450.0, 8458.0, 8476.0, 8518.0, 8544.0, 8546.0, 8554.0, 8555.0, 8556.0, 8560.0, 8604.0, 8605.0, 8648.0, 8665.0, 8751.0, 8805.0, 8818.0, 8819.0, 8850.0, 8857.0, 8878.0, 8880.0, 8881.0, 8996.0, 9054.0, 9070.0, 9097.0, 9107.0, 9113.0, 9125.0, 9140.0, 9196.0, 9200.0, 9202.0, 9218.0, 9283.0, 9325.0, 9337.0, 9354.0, 9367.0, 9373.0, 9403.0, 9419.0, 9440.0, 9499.0, 9516.0, 9547.0, 9562.0, 9572.0, 9586.0, 9618.0, 9631.0, 9652.0, 9656.0, 9695.0, 9776.0, 9777.0, 9785.0, 9792.0, 9798.0, 9802.0, 9827.0, 9831.0, 9841.0, 9863.0, 9870.0, 9878.0, 9897.0, 9913.0, 9917.0, 9961.0, 10015.0, 10020.0, 10102.0, 10128.0, 10159.0, 10179.0, 10209.0, 10213.0, 10215.0, 10229.0, 10299.0, 10328.0, 10342.0, 10363.0, 10367.0, 10390.0, 10410.0, 10473.0, 10474.0, 10483.0, 10513.0, 10554.0, 10557.0, 10558.0, 10617.0, 10623.0, 10628.0, 10694.0, 10712.0, 10713.0, 10730.0, 10741.0, 10773.0, 10791.0, 10801.0, 10826.0, 10844.0, 10845.0, 10890.0, 10971.0, 10972.0, 10979.0, 10983.0, 11011.0, 11101.0, 11118.0, 11119.0, 11124.0, 11143.0, 11147.0, 11221.0, 11234.0, 11237.0, 11272.0, 11311.0, 11341.0, 11345.0, 22822.0, 22832.0, 22845.0, 22878.0, 22882.0, 22894.0, 22909.0, 22937.0, 23032.0, 23052.0, 23066.0, 23078.0, 23099.0, 23120.0, 23122.0, 23127.0, 23149.0, 23155.0, 23173.0, 23193.0, 23198.0, 23208.0, 23243.0, 23244.0, 23256.0, 23318.0, 23322.0, 23326.0, 23339.0, 23355.0, 23385.0, 23394.0, 23399.0, 23405.0, 23506.0, 23554.0, 23567.0, 23585.0, 23589.0, 23596.0, 23660.0, 23673.0, 24138.0, 24139.0, 24140.0, 25759.0, 25777.0, 25801.0, 25827.0, 25842.0, 25913.0, 25917.0, 25936.0, 25941.0, 25943.0, 25972.0, 25978.0, 26002.0, 26046.0, 26052.0, 26071.0, 26073.0, 26092.0, 26097.0, 26128.0, 26147.0, 26234.0, 26235.0, 26355.0, 26507.0, 26515.0, 26517.0, 26747.0, 27044.0, 27183.0, 27229.0, 27248.0, 27345.0, 28970.0, 28972.0, 28990.0, 28991.0, 29083.0, 29102.0, 29103.0, 29106.0, 29843.0, 29883.0, 29919.0, 29945.0, 29978.0, 29979.0, 30817.0, 30820.0, 30849.0, 50808.0, 50862.0, 51013.0, 51026.0, 51075.0, 51090.0, 51091.0, 51094.0, 51112.0, 51114.0, 51125.0, 51131.0, 51142.0, 51181.0, 51193.0, 51234.0, 51248.0, 51257.0, 51259.0, 51290.0, 51310.0, 51317.0, 51324.0, 51367.0, 51390.0, 51397.0, 51400.0, 51421.0, 51427.0, 51429.0, 51435.0, 51465.0, 51510.0, 51517.0, 51522.0, 51530.0, 51535.0, 51540.0, 51552.0, 51562.0, 51616.0, 51631.0, 51660.0, 51692.0, 51741.0, 53407.0, 53838.0, 53916.0, 54103.0, 54108.0, 54664.0, 54682.0, 54762.0, 54800.0, 54828.0, 54870.0, 54881.0, 54887.0, 54930.0, 54957.0, 54969.0, 54981.0, 55014.0, 55070.0, 55117.0, 55144.0, 55156.0, 55170.0, 55223.0, 55236.0, 55248.0, 55266.0, 55272.0, 55278.0, 55323.0, 55336.0, 55353.0, 55357.0, 55379.0, 55529.0, 55540.0, 55604.0, 55608.0, 55644.0, 55652.0, 55693.0, 55713.0, 55719.0, 55742.0, 55746.0, 55770.0, 55775.0, 55786.0, 55831.0, 55863.0, 55871.0, 55900.0, 56124.0, 56271.0, 56605.0, 56674.0, 56892.0, 56898.0, 56915.0, 56929.0, 56942.0, 56952.0, 57020.0, 57185.0, 57228.0, 57406.0, 57447.0, 57463.0, 57511.0, 57541.0, 57544.0, 57547.0, 57556.0, 57645.0, 57697.0, 57721.0, 57763.0, 57826.0, 58480.0, 58488.0, 58490.0, 58497.0, 58533.0, 59277.0, 59338.0, 60468.0, 60481.0, 60484.0, 63826.0, 63874.0, 64114.0, 64127.0, 64168.0, 64375.0, 64714.0, 64766.0, 64780.0, 64798.0, 64834.0, 64844.0, 64848.0, 64965.0, 65062.0, 65082.0, 65258.0, 65267.0, 79001.0, 79003.0, 79022.0, 79038.0, 79269.0, 79685.0, 79745.0, 79800.0, 79839.0, 79869.0, 79872.0, 79892.0, 79901.0, 79902.0, 79979.0, 80011.0, 80169.0, 80184.0, 80199.0, 80222.0, 80227.0, 80270.0, 80274.0, 80349.0, 80726.0, 80778.0, 81573.0, 81618.0, 81853.0, 83448.0, 83452.0, 83461.0, 83548.0, 83737.0, 84056.0, 84078.0, 84101.0, 84106.0, 84172.0, 84271.0, 84311.0, 84340.0, 84450.0, 84457.0, 84498.0, 84527.0, 84545.0, 84617.0, 84727.0, 84749.0, 84790.0, 84838.0, 84869.0, 84938.0, 84950.0, 84975.0, 85021.0, 85417.0, 87769.0, 90187.0, 90865.0, 91408.0, 91445.0, 91775.0, 91949.0, 92140.0, 92482.0, 93343.0, 93380.0, 94005.0, 94101.0, 95681.0, 96459.0, 112399.0, 112752.0, 113246.0, 113402.0, 114971.0, 115752.0, 115817.0, 116028.0, 116173.0, 116448.0, 117246.0, 118426.0, 118442.0, 119392.0, 121665.0, 122060.0, 123283.0, 123606.0, 123803.0, 125061.0, 126133.0, 126375.0, 127253.0, 127255.0, 128869.0, 130132.0, 130340.0, 134510.0, 138639.0, 139285.0, 139341.0, 140688.0, 146059.0, 146198.0, 147657.0, 147687.0, 148156.0, 148266.0, 148362.0, 149371.0, 150094.0, 150379.0, 152006.0, 152404.0, 152756.0, 153129.0, 153328.0, 153339.0, 157773.0, 161198.0, 162517.0, 162681.0, 163786.0, 170506.0, 171546.0, 199692.0, 203228.0, 204219.0, 206358.0, 221458.0, 221477.0, 253558.0, 255275.0, 256309.0, 258010.0, 259294.0, 282809.0, 283459.0, 283987.0, 284111.0, 284131.0, 284323.0, 285180.0, 286077.0, 340547.0, 342372.0, 347734.0, 374986.0, 388325.0, 388677.0, 389421.0, 399694.0, 401541.0, 440026.0, 440503.0, 441168.0, 441518.0, 445815.0, 497661.0, 541466.0, 548596.0, 548644.0, 644943.0, 729238.0, 729852.0, 101928527.0	2.3338506330410294	Hippocampus	AA
GO:0000139	CC	e	Golgi membrane	47/1163	587/29107	8.818877256749032e-06	5	47	0.000966218239442566	164.0, 857.0, 858.0, 950.0, 1182.0, 1314.0, 1956.0, 2475.0, 2530.0, 3140.0, 6892.0, 8869.0, 9469.0, 9516.0, 9827.0, 9917.0, 10890.0, 10972.0, 11237.0, 11311.0, 11345.0, 22937.0, 23155.0, 23256.0, 23673.0, 51026.0, 51114.0, 51125.0, 51201.0, 51435.0, 51552.0, 53407.0, 57511.0, 58480.0, 83452.0, 83548.0, 84620.0, 84752.0, 91949.0, 93380.0, 93492.0, 130340.0, 152007.0, 153339.0, 221477.0, 258010.0, 347734.0	3.01492476853187	Hippocampus	AA
GO:0016491	MF	e	oxidoreductase activity	16/1163	112/29107	9.843695528231631e-06	2	16	0.005438641779347976	1543.0, 1577.0, 1757.0, 2232.0, 3992.0, 4552.0, 8630.0, 9403.0, 10826.0, 51741.0, 56605.0, 56948.0, 79901.0, 79966.0, 83592.0, 115817.0	2.2645095454091067	Hippocampus	AA
GO:0051117	MF	e	ATPase binding	14/1163	89/29107	1.137778501503131e-05	4	14	0.005587756640715374	482.0, 857.0, 1956.0, 5824.0, 6880.0, 7376.0, 8192.0, 11345.0, 23385.0, 26092.0, 26747.0, 54664.0, 84899.0, 258010.0	2.2527625166408742	Hippocampus	AA
GO:0045893	BP	e	positive regulation of transcription, DNA-templated	49/1163	637/29107	1.347667583602069e-05	10	49	0.02791693399431686	406.0, 655.0, 952.0, 1499.0, 1956.0, 2066.0, 3440.0, 4603.0, 4693.0, 5469.0, 5494.0, 5981.0, 6047.0, 6605.0, 6667.0, 6772.0, 6882.0, 7030.0, 7332.0, 7376.0, 7706.0, 8089.0, 8464.0, 8554.0, 8648.0, 8805.0, 9125.0, 9325.0, 9440.0, 9572.0, 9586.0, 9913.0, 10474.0, 11043.0, 23066.0, 23326.0, 23506.0, 30812.0, 54870.0, 55223.0, 57541.0, 57826.0, 79902.0, 80184.0, 84838.0, 92140.0, 117143.0, 119392.0, 146198.0	1.5541322802632882	Hippocampus	AA
GO:0000124	CC	e	SAGA complex	7/1163	22/29107	1.606265201151774e-05	8	7	0.001656342880952388	6880.0, 8464.0, 8850.0, 9913.0, 10474.0, 23326.0, 117143.0	2.7808497545732522	Hippocampus	AA
GO:0005776	CC	e	autophagosome	12/1163	70/29107	1.954180220282723e-05	6	12	0.001903154403419785	4077.0, 8878.0, 9140.0, 11345.0, 29978.0, 29979.0, 30849.0, 55014.0, 65082.0, 203228.0, 285180.0, 643246.0	2.720525975857505	Hippocampus	AA
GO:0030148	BP	e	sphingolipid biosynthetic process	10/1163	49/29107	1.979776239540773e-05	7	10	0.03483883167861523	2531.0, 8560.0, 9200.0, 10558.0, 60481.0, 64834.0, 81537.0, 123099.0, 171546.0, 204219.0	1.4579364175001426	Hippocampus	AA
GO:0000045	BP	e	autophagosome assembly	11/1163	60/29107	2.2424221854447e-05	7	11	0.03483883167861523	9140.0, 9776.0, 11345.0, 23673.0, 29978.0, 29979.0, 55102.0, 83452.0, 285180.0, 440026.0, 643246.0	1.4579364175001426	Hippocampus	AA
GO:0010976	BP	e	positive regulation of neuron projection development	16/1163	122/29107	2.933104051682676e-05	8	16	0.04050616695373775	411.0, 482.0, 950.0, 2475.0, 3655.0, 4780.0, 4915.0, 5274.0, 5649.0, 5764.0, 9863.0, 9897.0, 23394.0, 51517.0, 54700.0, 57463.0	1.3924788515979698	Hippocampus	AA
GO:0005770	CC	e	late endosome	17/1163	138/29107	3.79593817856744e-05	8	17	0.003502252435278274	1182.0, 1318.0, 3920.0, 4077.0, 8291.0, 8878.0, 9367.0, 9863.0, 10791.0, 23339.0, 25978.0, 27183.0, 30849.0, 51552.0, 65082.0, 149371.0, 153129.0	2.455652554055743	Hippocampus	AA
GO:0000407	CC	e	phagophore assembly site	7/1163	25/29107	4.075573961088732e-05	2	7	0.003572240576894274	4077.0, 8878.0, 9776.0, 22878.0, 23673.0, 54828.0, 55102.0	2.4470593007075196	Hippocampus	AA
GO:0055087	CC	e	Ski complex	3/1163	3/29107	6.363125486444732e-05	2	3	0.005311694751303627	6499.0, 9652.0, 80349.0	2.2747668906493623	Hippocampus	AA
GO:0004307	MF	e	ethanolaminephosphotransferase activity	3/1163	3/29107	6.363125486444732e-05	6	3	0.02812501465008571	5281.0, 10390.0, 85465.0	1.5509072426601465	Hippocampus	AA
GO:0000978	MF	e	RNA polymerase II cis-regulatory region sequence-specific DNA binding	75/1163	1178/29107	7.198215849896645e-05	9	75	0.02892374005140289	406.0, 2018.0, 3298.0, 3299.0, 4601.0, 4603.0, 4780.0, 5469.0, 6660.0, 6667.0, 6772.0, 6938.0, 7030.0, 7376.0, 7553.0, 7564.0, 7581.0, 7589.0, 7694.0, 7695.0, 7705.0, 7711.0, 7745.0, 9516.0, 9572.0, 9586.0, 9831.0, 9841.0, 9960.0, 10215.0, 10732.0, 10773.0, 10795.0, 23660.0, 30812.0, 51193.0, 51427.0, 54816.0, 55713.0, 55786.0, 55900.0, 56242.0, 57336.0, 57547.0, 57593.0, 60468.0, 64375.0, 79776.0, 79800.0, 80095.0, 80778.0, 81931.0, 84671.0, 84838.0, 90338.0, 92285.0, 116448.0, 126375.0, 139735.0, 146050.0, 147657.0, 147687.0, 147947.0, 148206.0, 148266.0, 158431.0, 162962.0, 170506.0, 195828.0, 199777.0, 282890.0, 284323.0, 284370.0, 339500.0, 342357.0	1.5387455502894745	Hippocampus	AA
GO:0005759	CC	e	mitochondrial matrix	32/1163	381/29107	9.391116443440887e-05	5	32	0.007483012329705397	212.0, 501.0, 515.0, 686.0, 1373.0, 1716.0, 1757.0, 2066.0, 2232.0, 2235.0, 2936.0, 4191.0, 4329.0, 5106.0, 5160.0, 5625.0, 6059.0, 8192.0, 9054.0, 10102.0, 10845.0, 23408.0, 26073.0, 27292.0, 50808.0, 56953.0, 57570.0, 80222.0, 84340.0, 84869.0, 137872.0, 200895.0	2.1259235391924927	Hippocampus	AA
GO:0019901	MF	e	protein kinase binding	37/1163	469/29107	0.000107980990958896	5	37	0.03977299833652669	142.0, 857.0, 858.0, 988.0, 994.0, 1027.0, 1499.0, 1956.0, 2475.0, 3728.0, 5571.0, 5764.0, 7443.0, 7444.0, 8850.0, 8878.0, 9113.0, 9325.0, 9618.0, 9776.0, 9961.0, 10979.0, 11124.0, 25759.0, 51094.0, 51400.0, 51530.0, 55014.0, 55770.0, 57763.0, 64127.0, 64780.0, 84106.0, 85417.0, 150094.0, 286077.0, 399694.0	1.400411667954812	Hippocampus	AA
GO:0005925	CC	e	focal adhesion	34/1163	418/29107	0.0001177107720474807	5	34	0.008971607973879728	824.0, 857.0, 858.0, 928.0, 950.0, 975.0, 976.0, 1499.0, 1956.0, 2275.0, 2318.0, 2665.0, 3655.0, 3728.0, 4162.0, 4736.0, 6203.0, 9656.0, 10015.0, 10890.0, 10971.0, 10979.0, 23032.0, 23122.0, 23385.0, 23769.0, 29843.0, 55612.0, 55742.0, 58480.0, 58497.0, 79038.0, 79969.0, 117143.0	2.0471297117387013	Hippocampus	AA
GO:0030670	CC	e	phagocytic vesicle membrane	11/1163	72/29107	0.0001277554458951464	7	11	0.009331470693924652	533.0, 4952.0, 6890.0, 6891.0, 6892.0, 9140.0, 9367.0, 10890.0, 30849.0, 55529.0, 155066.0	2.030049903528863	Hippocampus	AA
GO:0031965	CC	e	nuclear membrane	22/1163	233/29107	0.0002523991649671277	4	22	0.01769822944749499	1956.0, 3837.0, 3930.0, 5356.0, 8089.0, 9218.0, 9284.0, 9631.0, 10390.0, 10983.0, 23155.0, 23399.0, 25777.0, 26092.0, 29843.0, 51131.0, 51530.0, 55746.0, 79902.0, 92140.0, 129787.0, 203228.0	1.7520701788158473	Hippocampus	AA
GO:0005743	CC	e	mitochondrial inner membrane	32/1163	404/29107	0.0002681244556748039	5	32	0.01807777579992044	212.0, 291.0, 515.0, 516.0, 1349.0, 1373.0, 1543.0, 2232.0, 2235.0, 4711.0, 5625.0, 6150.0, 6392.0, 7818.0, 8604.0, 10229.0, 10367.0, 10730.0, 10845.0, 26515.0, 26517.0, 51522.0, 55863.0, 64965.0, 81853.0, 84311.0, 84545.0, 92259.0, 114971.0, 153328.0, 200895.0, 548596.0	1.7428550040178512	Hippocampus	AA
GO:0000178	CC	e	exosome (RNase complex)	5/1163	16/29107	0.0003050030699216132	4	5	0.01980260672491066	5393.0, 22894.0, 51013.0, 56915.0, 115752.0	1.7032776374288763	Hippocampus	AA
GO:0005635	CC	e	nuclear envelope	18/1163	182/29107	0.00038624324266377	4	18	0.02384973202936595	142.0, 2475.0, 3429.0, 3837.0, 3930.0, 4864.0, 7444.0, 8605.0, 9107.0, 9631.0, 9798.0, 11124.0, 23399.0, 25777.0, 55379.0, 55746.0, 79902.0, 81488.0	1.6225164962390237	Hippocampus	AA
GO:0031410	CC	e	cytoplasmic vesicle	25/1163	293/29107	0.0004105480955832492	6	25	0.02384973202936595	857.0, 858.0, 1182.0, 5147.0, 6507.0, 6844.0, 7456.0, 8291.0, 9097.0, 10463.0, 11345.0, 22822.0, 22878.0, 23769.0, 29978.0, 29979.0, 51257.0, 51421.0, 51429.0, 55357.0, 80319.0, 83737.0, 122416.0, 285180.0, 643246.0	1.6225164962390237	Hippocampus	AA
GO:0010008	CC	e	endosome membrane	21/1163	227/29107	0.000422420185045763	6	21	0.02384973202936595	533.0, 537.0, 950.0, 1182.0, 1956.0, 4430.0, 10159.0, 11311.0, 23385.0, 23527.0, 25777.0, 27183.0, 51104.0, 51257.0, 51324.0, 51510.0, 55652.0, 64114.0, 93343.0, 118442.0, 155066.0	1.6225164962390237	Hippocampus	AA
GO:0072546	CC	e	EMC complex	4/1163	10/29107	0.0004388505965436394	3	4	0.02384973202936595	10328.0, 51234.0, 55831.0, 93380.0	1.6225164962390237	Hippocampus	AA
GO:0005811	CC	e	lipid droplet	12/1163	96/29107	0.0004434344880778031	5	12	0.02384973202936595	857.0, 5010.0, 5878.0, 6609.0, 8605.0, 23399.0, 55102.0, 63874.0, 80270.0, 150379.0, 440503.0, 497661.0	1.6225164962390237	Hippocampus	AA
GO:0048471	CC	e	perinuclear region of cytoplasm	48/1163	713/29107	0.0004489681443063756	2	48	0.02384973202936595	164.0, 857.0, 858.0, 988.0, 1499.0, 1656.0, 1956.0, 3625.0, 4430.0, 4864.0, 4915.0, 5142.0, 5764.0, 6507.0, 6772.0, 6844.0, 9107.0, 9218.0, 9618.0, 9863.0, 9961.0, 10128.0, 10410.0, 10483.0, 10791.0, 10801.0, 10890.0, 11011.0, 11124.0, 23032.0, 23208.0, 23405.0, 23769.0, 26052.0, 26234.0, 27183.0, 29979.0, 51112.0, 51552.0, 53916.0, 57447.0, 64848.0, 65082.0, 81573.0, 81618.0, 92140.0, 149371.0, 284161.0	1.6225164962390237	Hippocampus	AA
GO:0005764	CC	e	lysosome	24/1163	276/29107	0.0004803004064794216	7	24	0.02476372389877723	411.0, 824.0, 2475.0, 3920.0, 3988.0, 4077.0, 4864.0, 4952.0, 5445.0, 6609.0, 7073.0, 9367.0, 10159.0, 23208.0, 25978.0, 27183.0, 51552.0, 54414.0, 54664.0, 55353.0, 65082.0, 81618.0, 153129.0, 203228.0	1.6061840467648487	Hippocampus	AA
GO:0090734	CC	e	site of DNA damage	6/1163	27/29107	0.0005775162360868597	2	6	0.02892531319600758	142.0, 6117.0, 7520.0, 11143.0, 51426.0, 54969.0	1.5387219299194643	Hippocampus	AA
GO:0000930	CC	e	gamma-tubulin complex	4/1163	11/29107	0.0006678317481685047	2	4	0.03164078525782132	5142.0, 7283.0, 10844.0, 27229.0	1.499752746763907	Hippocampus	AA
GO:0000177	CC	e	cytoplasmic exosome (RNase complex)	4/1163	11/29107	0.0006678317481685047	5	4	0.03164078525782132	5393.0, 22894.0, 56915.0, 115752.0	1.499752746763907	Hippocampus	AA
GO:0000176	CC	e	nuclear exosome (RNase complex)	4/1163	12/29107	0.0009701392421899585	5	4	0.04475405504102624	5393.0, 22894.0, 51013.0, 56915.0	1.3491676083445878	Hippocampus	AA
GO:0031901	CC	e	early endosome membrane	16/1163	167/29107	0.00111751522982275	7	16	0.04968660158789426	857.0, 1182.0, 1956.0, 3140.0, 4915.0, 4952.0, 5869.0, 5878.0, 8630.0, 10410.0, 23673.0, 51552.0, 56674.0, 58533.0, 83737.0, 93380.0	1.3037607066575168	Hippocampus	AA
GO:0030015	CC	e	CCR4-NOT core complex	3/1163	6/29107	0.001162093933316409	2	3	0.04968660158789426	9125.0, 9337.0, 29883.0	1.3037607066575168	Hippocampus	AA
GO:0016012	CC	e	sarcoglycan complex	3/1163	6/29107	0.001162093933316409	4	3	0.04968660158789426	6443.0, 6444.0, 8910.0	1.3037607066575168	Hippocampus	AA
GO:0006911	BP	e	phagocytosis, engulfment	9/1097	26/29107	2.599376516174628e-07	7	9	0.001338168593233106	199.0, 948.0, 2213.0, 3684.0, 4481.0, 4627.0, 9938.0, 26762.0, 51411.0	2.8734891672122433	Hippocampus	EA
GO:0032930	BP	e	positive regulation of superoxide anion generation	8/1097	20/29107	3.336838746042357e-07	8	8	0.001338168593233106	1535.0, 2150.0, 2773.0, 3684.0, 6850.0, 7305.0, 64581.0, 84329.0	2.8734891672122433	Hippocampus	EA
GO:0032755	BP	e	positive regulation of interleukin-6 production	21/1097	93/29107	3.702872524949973e-07	8	21	0.001338168593233106	199.0, 948.0, 1535.0, 2150.0, 3146.0, 3570.0, 3603.0, 4843.0, 5336.0, 6850.0, 7099.0, 7292.0, 7305.0, 7494.0, 11027.0, 23765.0, 51284.0, 64170.0, 64581.0, 113277.0, 338382.0	2.8734891672122433	Hippocampus	EA
GO:0032731	BP	e	positive regulation of interleukin-1 beta production	13/1097	62/29107	4.306600991980389e-07	9	13	0.001338168593233106	834.0, 841.0, 948.0, 2150.0, 3146.0, 6348.0, 7099.0, 7305.0, 9447.0, 11027.0, 64581.0, 113277.0, 114548.0	2.8734891672122433	Hippocampus	EA
GO:0060271	BP	e	cilium assembly	25/1097	204/29107	8.720943739583186e-07	7	25	0.00205270575430931	4117.0, 4735.0, 4750.0, 6102.0, 10257.0, 25937.0, 30844.0, 51473.0, 55764.0, 55779.0, 64518.0, 79600.0, 79867.0, 80217.0, 83547.0, 118491.0, 123872.0, 129880.0, 144535.0, 146845.0, 196383.0, 197335.0, 199221.0, 255758.0, 647309.0	2.687673300234059	Hippocampus	EA
GO:0009897	CC	e	external side of plasma membrane	31/1097	295/29107	9.420270399288573e-07	3	31	0.001013842876493766	657.0, 942.0, 948.0, 958.0, 1441.0, 2213.0, 2217.0, 3568.0, 3570.0, 3597.0, 3598.0, 3684.0, 3687.0, 3762.0, 4065.0, 4481.0, 7099.0, 9936.0, 10859.0, 30835.0, 53340.0, 54718.0, 64805.0, 80328.0, 80741.0, 84168.0, 115650.0, 117531.0, 131450.0, 283316.0, 100507436.0	2.994029345948592	Hippocampus	EA
GO:0006954	BP	e	inflammatory response	39/1097	387/29107	1.020465593690808e-06	4	39	0.00205270575430931	140.0, 199.0, 958.0, 1535.0, 2150.0, 2213.0, 2350.0, 2532.0, 3146.0, 3551.0, 3606.0, 4065.0, 4261.0, 4671.0, 4843.0, 5294.0, 5919.0, 6348.0, 6614.0, 7099.0, 7100.0, 7292.0, 8517.0, 8534.0, 9051.0, 9447.0, 23166.0, 23765.0, 51284.0, 54472.0, 57118.0, 64581.0, 81793.0, 84807.0, 84868.0, 114548.0, 144811.0, 146433.0, 100137049.0	2.687673300234059	Hippocampus	EA
GO:0005930	CC	e	axoneme	21/1097	113/29107	1.156694667990606e-06	2	21	0.001013842876493766	4117.0, 4735.0, 51473.0, 54777.0, 55130.0, 55259.0, 79819.0, 80217.0, 93233.0, 115948.0, 118491.0, 123872.0, 129880.0, 144406.0, 144535.0, 146754.0, 146845.0, 158067.0, 158798.0, 199221.0, 255758.0	2.994029345948592	Hippocampus	EA
GO:0051092	BP	e	positive regulation of NF-kappaB transcription factor activity	20/1097	152/29107	1.216357298660621e-06	12	20	0.00205270575430931	268.0, 695.0, 948.0, 958.0, 3551.0, 3606.0, 3654.0, 4057.0, 5336.0, 7099.0, 8517.0, 9447.0, 11035.0, 26585.0, 64170.0, 64581.0, 65992.0, 84433.0, 114548.0, 338382.0	2.687673300234059	Hippocampus	EA
